4,3,20,92.0,14.984.723,1.067
4,3,21,92.0,15.110.149,1.068
4,3,22,92.1,15.260.335,1.070
4,3,23,92.1,14.913.768,1.073
4,3,24,92.1,14.534.231,1.075
4,4,1,92.2,12.502.962,1.081
4,4,2,92.2,12.504.937,1.080
4,4,3,92.1,13.586.804,1.079
4,4,4,92.1,1.349.312,1.080
4,4,5,92.1,13.359.803,1.082
4,4,6,92.1,13.576.401,1.081
4,4,7,92.1,12.930.149,1.085
4,4,8,92.2,12.749.012,1.088
4,4,9,92.2,12.874.268,1.086
4,4,10,92.3,12.843.963,1.077
4,4,11,92.3,12.758.618,1.070
4,4,12,92.3,12.048.842,1.060
4,4,13,92.3,11.976.468,1.058
4,4,14,92.2,11.868.563,1.056
4,4,15,92.2,12.260.118,1.053
4,4,16,92.2,12.260.118,1.053
4,4,17,92.1,12.926.838,1.054
4,4,18,92.2,14.005.533,1.062
4,4,19,92.3,14.571.715,1.070
4,4,20,92.3,14.053.215,1.073
4,4,21,92.4,13.491.092,1.076
4,4,22,92.5,14.705.215,1.074
4,4,23,92.5,14.406.823,1.077
4,4,24,92.5,13.899.972,1.079
4,5,1,92.6,13.730.365,1.084
4,5,2,92.6,13.641.095,1.084
4,5,3,92.5,13.479.159,1.084
4,5,4,92.5,13.432.961,1.085
4,5,5,92.4,12.889.402,1.087
4,5,6,92.4,12.637.653,1.088
4,5,7,92.5,12.582.209,1.090
4,5,8,92.6,13.256.014,1.084
4,5,9,92.6,1.316.834,1.084
4,5,10,92.7,14.145.314,1.080
4,5,11,92.7,13.780.121,1.076
4,5,12,92.7,1.480.023,1.070
4,5,13,92.7,14.742.659,1.071
4,5,14,92.6,14.004.593,1.076
4,5,15,92.6,14.004.593,1.076
4,5,16,92.5,14.020.764,1.075
4,5,17,92.5,13.604.221,1.072
4,5,18,92.5,13.169.567,1.077
4,5,19,92.6,12.451.556,1.083
4,5,20,92.6,1.329.762,1.084
4,5,21,92.7,1.336.583,1.086
4,5,22,92.7,13.018.445,1.088
4,5,23,92.8,1.304.543,1.090
4,5,24,92.8,12.833.363,1.090
4,6,1,92.7,12.804.722,1.090
4,6,2,92.7,12.804.722,1.090
4,6,3,92.7,12.636.987,1.091
4,6,4,92.6,12.526.686,1.091
4,6,5,92.6,12.444.416,1.092
4,6,6,92.6,12.281.316,1.093
4,6,7,92.6,12.281.316,1.093
4,6,8,92.7,12.226.137,1.094
4,6,9,92.7,12.720.067,1.092
4,6,10,92.9,12.567.247,1.093
4,6,11,92.8,13.272.394,1.086
4,6,12,92.8,1.293.496,1.084
4,6,13,92.7,12.609.335,1.083
4,6,14,92.7,12.544.951,1.078
4,6,15,92.6,12.264.312,1.076
4,6,16,92.5,12.398.724,1.076
4,6,17,92.5,12.569.774,1.077
4,6,18,92.5,12.673.754,1.083
4,6,19,92.5,131.417,1.083
4,6,20,92.5,12.967.701,1.084
4,6,21,92.5,12.333.154,1.088
4,6,22,92.6,12.032.483,1.091
4,6,23,92.6,11.633.301,1.093
4,6,24,92.6,11.363.669,1.096
4,7,1,92.6,11.075.962,1.100
4,7,2,92.5,10.972.975,1.099
4,7,3,92.5,10.763.652,1.102
4,7,4,92.4,10.519.688,1.102
4,7,5,92.4,10.142.827,1.105
4,7,6,92.4,9.764.463,1.107
4,7,7,92.4,10.378.667,1.103
4,7,8,92.4,10.242.756,1.101
4,7,9,92.5,10.840.445,1.097
4,7,10,92.6,11.170.886,1.088
4,7,11,92.6,11.490.556,1.081
4,7,12,92.6,11.957.128,1.078
4,7,13,92.5,11.855.415,1.074
4,7,14,92.5,13.271.425,1.070
4,7,15,92.5,13.188.287,1.069
4,7,16,92.4,13.547.956,1.069
4,7,17,92.4,13.235.774,1.070
4,7,18,92.4,13.449.475,1.076
4,7,19,92.4,12.688.437,1.082
4,7,20,92.4,13.027.756,1.082
4,7,21,92.4,12.223.294,1.087
4,7,22,92.5,12.291.666,1.088
4,7,23,92.5,12.291.666,1.088
4,7,24,92.5,12.457.453,1.088
4,8,1,92.5,12.046.199,1.090
4,8,2,92.5,12.253.549,1.091
4,8,3,92.4,11.946.102,1.092
4,8,4,92.4,11.866.974,1.093
4,8,5,92.4,11.866.974,1.093
4,8,6,92.4,11.866.974,1.093
4,8,7,92.4,11.866.974,1.093
4,8,8,92.5,12.006.779,1.091
4,8,9,92.5,12.043.512,1.087
4,8,10,92.6,12.028.807,1.085
4,8,11,92.7,12.188.093,1.082
4,8,12,92.7,12.503.459,1.078
4,8,13,92.6,13.172.139,1.070
4,8,14,92.5,13.163.986,1.060
4,8,15,92.5,15.025.084,1.059
4,8,16,92.4,14.546.791,1.059
4,8,17,92.4,14.627.417,1.066
4,8,18,92.5,13.885.598,1.075
4,8,19,92.5,14.167.816,1.079
4,8,20,92.6,13.834.569,1.081
4,8,21,92.7,13.993.544,1.082
4,8,22,92.7,13.902.301,1.083
4,8,23,92.7,13.853.262,1.084
4,8,24,92.7,13.804.733,1.085
4,9,1,92.7,13.495.582,1.086
4,9,2,92.7,12.636.987,1.091
4,9,3,92.6,1.265.114,1.090
4,9,4,92.6,12.693.315,1.089
4,9,5,92.6,12.609.609,1.090
4,9,6,92.6,12.567.912,1.090
4,9,7,92.6,12.862.202,1.088
4,9,8,92.6,13.214.414,1.084
4,9,9,92.7,1.281.698,1.084
4,9,10,92.8,12.649.004,1.081
4,9,11,92.8,12.888.091,1.077
4,9,12,92.8,12.234.172,1.078
4,9,13,92.7,12.488.587,1.073
4,9,14,92.7,13.005.983,1.065
4,9,15,92.6,13.060.693,1.054
4,9,16,92.5,12.903.878,1.055
4,9,17,92.4,15.472.076,1.053
4,9,18,92.5,14.868.649,1.065
4,9,19,92.6,14.646.732,1.075
4,9,20,92.6,13.459.764,1.078
4,9,21,92.7,1.365.231,1.081
4,9,22,92.7,13.209.647,1.083
4,9,23,92.8,13.289.704,1.082
4,9,24,92.8,13.200.243,1.083
4,10,1,92.7,13.902.301,1.083
4,10,2,92.7,13.673.383,1.085
4,10,3,92.6,13.599.444,1.084
4,10,4,92.6,13.464.104,1.085
4,10,5,92.6,13.247.552,1.086
4,10,6,92.6,13.730.365,1.084
4,10,7,92.7,13.673.383,1.085
4,10,8,92.7,13.638.084,1.083
4,10,9,92.8,13.574.795,1.085
4,10,10,92.8,12.945.033,1.082
4,10,11,92.8,13.411.848,1.077
4,10,12,92.8,14.389.467,1.073
4,10,13,92.7,15.177.183,1.064
4,10,14,92.6,13.925.818,1.064
4,10,15,92.5,13.319.091,1.058
4,10,16,92.5,12.003.018,1.055
4,10,17,92.4,12.419.794,1.054
4,10,18,92.4,14.463.375,1.059
4,10,19,92.4,15.817.522,1.062
4,10,20,92.5,16.452.781,1.064
4,10,21,92.5,16.113.209,1.067
4,10,22,92.6,15.603.871,1.072
4,10,23,92.6,15.049.756,1.075
4,10,24,92.6,14.663.723,1.077
4,11,1,92.6,13.653.502,1.082
4,11,2,92.5,13.926.028,1.082
4,11,3,92.5,14.142.091,1.082
4,11,4,92.5,14.142.091,1.082
4,11,5,92.4,14.199.512,1.081
4,11,6,92.4,13.809.429,1.081
4,11,7,92.5,13.614.697,1.083
4,11,8,92.6,13.510.702,1.085
4,11,9,92.6,13.736.817,1.083
4,11,10,92.7,13.853.505,1.078
4,11,11,92.7,13.866.757,1.072
4,11,12,92.7,1.372.683,1.065
4,11,13,92.5,13.111.408,1.057
4,11,14,92.5,11.770.289,1.049
4,11,15,92.4,11.509.836,1.048
4,11,16,92.3,10.677.767,1.047
4,11,17,92.3,13.606.848,1.052
4,11,18,92.4,13.370.776,1.069
4,11,19,92.4,1.248.626,1.070
4,11,20,92.4,11.880.316,1.070
4,11,21,92.5,12.575.368,1.075
4,11,22,92.5,13.142.656,1.075
4,11,23,92.5,1.499.745,1.072
4,11,24,92.5,14.513.183,1.075
4,12,1,92.5,13.335.932,1.079
4,12,2,92.5,13.525.855,1.083
4,12,3,92.5,1.262.374,1.091
4,12,4,92.4,12.887.299,1.089
4,12,5,92.4,12.233.054,1.093
4,12,6,92.4,12.887.299,1.089
4,12,7,92.6,13.111.666,1.090
4,12,8,92.6,13.244.056,1.087
4,12,9,92.7,13.860.621,1.083
4,12,10,92.7,13.527.397,1.080
4,12,11,92.7,13.229.208,1.073
4,12,12,92.7,12.455.032,1.071
4,12,13,92.7,1.278.223,1.069
4,12,14,92.6,11.928.024,1.062
4,12,15,92.6,12.898.065,1.063
4,12,16,92.5,13.454.848,1.065
4,12,17,92.5,13.667.713,1.070
4,12,18,92.6,13.351.427,1.075
4,12,19,92.7,13.209.647,1.083
4,12,20,92.7,12.979.795,1.087
4,12,21,92.8,12.790.412,1.091
4,12,22,92.8,12.622.866,1.092
4,12,23,92.8,1.274.794,1.092
4,12,24,92.9,12.902.114,1.092
4,13,1,92.8,12.622.866,1.092
4,13,2,92.8,12.622.866,1.092
4,13,3,92.8,12.539.824,1.093
4,13,4,92.7,12.553.853,1.092
4,13,5,92.7,12.307.348,1.093
4,13,6,92.7,12.471.203,1.092
4,13,7,92.8,12.457.267,1.093
4,13,8,92.8,122.908,1.091
4,13,9,92.9,12.318.583,1.090
4,13,10,92.9,12.082.115,1.082
4,13,11,92.9,11.579.206,1.080
4,13,12,92.9,11.248.441,1.078
4,13,13,92.9,11.780.744,1.073
4,13,14,92.8,12.807.671,1.071
4,13,15,92.8,13.904.363,1.072
4,13,16,92.7,13.908.414,1.072
4,13,17,92.8,1.418.084,1.080
4,13,18,92.8,13.970.088,1.085
4,13,19,92.8,13.610.687,1.087
4,13,20,92.8,13.259.545,1.089
4,13,21,92.9,13.199.969,1.091
4,13,22,92.9,13.028.615,1.092
4,13,23,93.0,127.196,1.094
4,13,24,93.0,12.553.383,1.095
4,14,1,93.0,12.429.487,1.096
4,14,2,93.0,1.210.478,1.098
4,14,3,92.9,12.279.874,1.096
4,14,4,92.9,1.224.033,1.096
4,14,5,92.8,12.295.453,1.095
4,14,6,92.9,12.041.508,1.098
4,14,7,92.9,11.920.889,1.098
4,14,8,92.9,11.920.889,1.098
4,14,9,93.0,118.662,1.099
4,14,10,93.1,11.964.353,1.097
4,14,11,93.1,1.253.916,1.096
4,14,12,93.1,12.165.697,1.093
4,14,13,93.1,12.124.232,1.092
4,14,14,93.0,12.808.502,1.091
4,14,15,92.9,1.290.389,1.091
4,14,16,92.9,11.660.102,1.092
4,14,17,92.9,11.665.299,1.094
4,14,18,93.0,11.105.511,1.099
4,14,19,93.0,10.861.282,1.104
4,14,20,93.1,10.639.993,1.108
4,14,21,93.1,10.650.719,1.109
4,14,22,93.1,10.650.719,1.109
4,14,23,93.1,1.069.201,1.109
4,14,24,93.1,10.650.719,1.109
4,15,1,93.1,10.396.433,1.110
4,15,2,93.0,10.519.995,1.109
4,15,3,93.0,10.309.248,1.110
4,15,4,93.0,9.951.638,1.111
4,15,5,92.9,10.072.291,1.110
4,15,6,92.9,10.113.505,1.110
4,15,7,92.9,10.086.452,1.111
4,15,8,93.0,10.170.824,1.111
4,15,9,93.0,10.437.466,1.108
4,15,10,93.1,10.145.005,1.104
4,15,11,93.1,9.885.643,1.108
4,15,12,93.1,10.543.144,1.101
4,15,13,93.1,10.803.526,1.098
4,15,14,93.0,10.804.765,1.095
4,15,15,92.9,9.233.039,1.096
4,15,16,92.9,9.233.039,1.096
4,15,17,92.8,9.978.485,1.095
4,15,18,92.9,9.788.131,1.098
4,15,19,92.9,10.333.821,1.103
4,15,20,92.9,10.261.897,1.103
4,15,21,93.0,11.092.514,1.103
4,15,22,93.0,10.911.591,1.105
4,15,23,93.0,10.426.012,1.107
4,15,24,93.0,10.214.118,1.108
4,16,1,92.9,10.449.205,1.107
4,16,2,92.9,10.561.625,1.107
4,16,3,92.8,10.614.749,1.106
4,16,4,92.8,10.656.034,1.106
4,16,5,92.8,10.727.713,1.105
4,16,6,92.8,1.068.642,1.105
4,16,7,92.8,10.056.466,1.110
4,16,8,92.8,9.850.496,1.108
4,16,9,92.9,10.201.757,1.105
4,16,10,92.9,10.014.628,1.101
4,16,11,92.9,1.089.183,1.105
4,16,12,92.9,11.154.411,1.104
4,16,13,92.9,1.175.933,1.098
4,16,14,92.9,11.800.759,1.099
4,16,15,92.8,11.528.591,1.096
4,16,16,92.7,1.141.312,1.093
4,16,17,92.7,11.376.185,1.094
4,16,18,92.8,11.528.591,1.096
4,16,19,92.8,11.528.591,1.096
4,16,20,92.7,11.350.779,1.097
4,16,21,92.7,10.636.681,1.101
4,16,22,92.8,10.480.042,1.104
4,16,23,92.8,10.758.517,1.105
4,16,24,92.8,10.332.286,1.108
4,17,1,92.8,10.332.286,1.108
4,17,2,92.8,10.332.286,1.108
4,17,3,92.7,987.613,1.108
4,17,4,92.7,9.459.978,1.110
4,17,5,92.7,9.346.655,1.112
4,17,6,92.7,9.346.655,1.112
4,17,7,92.7,9.218.204,1.113
4,17,8,92.8,8.894.991,1.115
4,17,9,92.8,8.737.895,1.110
4,17,10,92.8,9.057.316,1.104
4,17,11,92.8,9.220.867,1.099
4,17,12,92.8,9.266.955,1.097
4,17,13,92.7,9.941.378,1.092
4,17,14,92.6,940.369,1.090
4,17,15,92.6,9.135.359,1.090
4,17,16,92.5,9.301.963,1.089
4,17,17,92.5,9.999.794,1.089
4,17,18,92.5,10.468.955,1.094
4,17,19,92.6,10.297.728,1.100
4,17,20,92.6,10.079.585,1.104
4,17,21,92.6,10.355.425,1.105
4,17,22,92.6,10.355.425,1.105
4,17,23,92.7,10.274.193,1.107
4,17,24,92.7,10.372.657,1.106
4,18,1,92.7,9.932.101,1.109
4,18,2,92.7,9.805.886,1.114
4,18,3,92.7,9.740.621,1.114
4,18,4,92.6,9.621.798,1.114
4,18,5,92.6,9.181.452,1.115
4,18,6,92.6,9.140.363,1.115
4,18,7,92.6,8.731.465,1.118
4,18,8,92.7,9.173.455,1.115
4,18,9,92.7,9.329.231,1.111
4,18,10,92.8,9.961.326,1.105
4,18,11,92.8,9.974.906,1.099
4,18,12,92.8,9.978.485,1.095
4,18,13,92.8,10.170.808,1.087
4,18,14,92.7,10.943.069,1.084
4,18,15,92.6,10.345.424,1.082
4,18,16,92.6,10.307.606,1.083
4,18,17,92.6,11.002.621,1.086
4,18,18,92.6,108.207,1.091
4,18,19,92.7,10.984.861,1.095
4,18,20,92.7,10.399.087,1.101
4,18,21,92.7,10.574.525,1.103
4,18,22,92.7,10.626.622,1.104
4,18,23,92.7,10.484.392,1.105
4,18,24,92.7,10.343.843,1.106
4,19,1,92.7,10.067.715,1.108
4,19,2,92.6,9.943.224,1.108
4,19,3,92.6,10.312.408,1.108
4,19,4,92.6,10.243.879,1.109
4,19,5,92.6,10.175.758,1.109
4,19,6,92.6,9.948.498,1.111
4,19,7,92.6,931.087,1.112
4,19,8,92.6,10.078.989,1.107
4,19,9,92.7,9.724.246,1.105
4,19,10,92.8,10.225.676,1.096
4,19,11,92.8,10.019.668,1.095
4,19,12,92.8,9.813.811,1.093
4,19,13,92.7,9.583.495,1.085
4,19,14,92.6,939.076,1.082
4,19,15,92.6,9.735.077,1.080
4,19,16,92.5,1.040.712,1.083
4,19,17,92.5,10.887.836,1.081
4,19,18,92.5,11.026.165,1.088
4,19,19,92.5,11.010.486,1.093
4,19,20,92.5,11.106.476,1.096
4,19,21,92.6,10.828.036,1.098
4,19,22,92.6,10.731.391,1.101
4,19,23,92.6,10.710.351,1.103
4,19,24,92.6,10.567.114,1.104
4,20,1,92.6,10.355.425,1.105
4,20,2,92.6,10.396.675,1.106
4,20,3,92.5,10.338.469,1.105
4,20,4,92.5,9.861.247,1.108
4,20,5,92.5,9.786.247,1.111
4,20,6,92.4,9.473.566,1.112
4,20,7,92.5,9.526.975,1.113
4,20,8,92.5,9.504.256,1.114
4,20,9,92.5,10.260.411,1.101
4,20,10,92.6,10.163.762,1.098
4,20,11,92.6,930.989,1.092
4,20,12,92.6,9.843.062,1.086
4,20,13,92.6,9.856.412,1.088
4,20,14,92.5,9.609.056,1.083
4,20,15,92.4,9.621.879,1.082
4,20,16,92.4,9.621.879,1.082
4,20,17,92.4,10.239.313,1.086
4,20,18,92.4,10.858.101,1.091
4,20,19,92.5,9.960.514,1.098
4,20,20,92.5,10.231.048,1.102
4,20,21,92.5,10.272.278,1.102
4,20,22,92.6,10.669.061,1.102
4,20,23,92.6,10.545.229,1.101
4,20,24,92.6,10.108.054,1.103
4,21,1,92.6,10.355.425,1.105
4,21,2,92.6,10.384.317,1.104
4,21,3,92.6,9.887.326,1.107
4,21,4,92.5,10.338.469,1.105
4,21,5,92.5,10.104.544,1.107
4,21,6,92.5,9.928.206,1.108
4,21,7,92.5,9.902.431,1.109
4,21,8,92.5,9.568.116,1.113
4,21,9,92.6,1.001.502,1.111
4,21,10,92.7,10.094.916,1.108
4,21,11,92.7,10.032.006,1.094
4,21,12,92.7,9.990.821,1.093
4,21,13,92.6,10.028.419,1.090
4,21,14,92.6,9.148.236,1.087
4,21,15,92.5,906.995,1.084
4,21,16,92.5,10.238.521,1.081
4,21,17,92.5,10.150.468,1.088
4,21,18,92.5,10.528.334,1.092
4,21,19,92.5,10.289.689,1.096
4,21,20,92.5,10.515.965,1.100
4,21,21,92.6,10.010.317,1.105
4,21,22,92.6,10.355.425,1.105
4,21,23,92.6,10.355.425,1.105
4,21,24,92.6,10.147.482,1.107
4,22,1,92.6,9.969.705,1.107
4,22,2,92.6,10.052.109,1.108
4,22,3,92.6,9.783.762,1.110
4,22,4,92.5,9.679.683,1.111
4,22,5,92.5,9.597.378,1.110
4,22,6,92.5,9.463.123,1.113
4,22,7,92.6,9.516.484,1.114
4,22,8,92.6,943.422,1.113
4,22,9,92.6,9.351.981,1.113
4,22,10,92.6,9.667.812,1.101
4,22,11,92.7,10.073.196,1.094
4,22,12,92.7,9.994.939,1.088
4,22,13,92.6,10.513.727,1.084
4,22,14,92.5,1.117.398,1.078
4,22,15,92.5,11.844.454,1.077
4,22,16,92.4,11.833.697,1.071
4,22,17,92.4,11.893.641,1.079
4,22,18,92.5,11.839,1.088
4,22,19,92.5,11.763.591,1.091
4,22,20,92.5,12.172.632,1.092
4,22,21,92.6,11.915.868,1.093
4,22,22,92.6,11.957.314,1.094
4,22,23,92.6,11.998.766,1.094
4,22,24,92.6,1.191.935,1.094
4,23,1,92.6,11.633.301,1.093
4,23,2,92.6,11.476.885,1.094
4,23,3,92.6,10.869.342,1.099
4,23,4,92.6,10.845.788,1.101
4,23,5,92.6,11.300.577,1.099
4,23,6,92.6,10.943.724,1.098
4,23,7,92.6,10.943.724,1.098
4,23,8,92.6,10.630.248,1.098
4,23,9,92.7,11.247.675,1.092
4,23,10,92.7,10.999.688,1.090
4,23,11,92.7,10.984.368,1.085
4,23,12,92.6,1.120.684,1.075
4,23,13,92.6,11.371.895,1.066
4,23,14,92.6,10.132.517,1.068
4,23,15,92.5,11.319.461,1.062
4,23,16,92.5,10.200.077,1.063
4,23,17,92.5,10.447.141,1.065
4,23,18,92.5,13.626.089,1.070
4,23,19,92.5,12.777.344,1.078
4,23,20,92.5,12.501.185,1.085
4,23,21,92.6,1.207.394,1.091
4,23,22,92.6,11.840.401,1.095
4,23,23,92.6,11.061.927,1.103
4,23,24,92.6,11.208.695,1.102
4,24,1,92.6,1.135.721,1.101
4,24,2,92.6,1.135.721,1.101
4,24,3,92.6,11.282.733,1.102
4,24,4,92.6,10.989.193,1.104
4,24,5,92.5,10.785.409,1.104
4,24,6,92.5,10.643.614,1.105
4,24,7,92.6,10.916.889,1.104
4,24,8,92.6,10.916.889,1.104
4,24,9,92.6,1.077.356,1.105
4,24,10,92.7,10.904.906,1.105
4,24,11,92.7,1.049.199,1.102
4,24,12,92.7,10.999.688,1.090
4,24,13,92.6,9.967.348,1.076
4,24,14,92.6,9.391.808,1.072
4,24,15,92.5,9.159.154,1.069
4,24,16,92.5,9.814.663,1.067
4,24,17,92.5,11.141.454,1.072
4,24,18,92.5,13.101.089,1.075
4,24,19,92.5,13.276.132,1.082
4,24,20,92.6,11.949.587,1.090
4,24,21,92.6,12.195.464,1.090
4,24,22,92.7,11.975.596,1.091
4,24,23,92.7,11.977.347,1.092
4,24,24,92.7,11.574.662,1.093
4,25,1,92.7,12.026.802,1.095
4,25,2,92.6,11.969.116,1.097
4,25,3,92.6,11.849.598,1.097
4,25,4,92.6,11.849.598,1.097
4,25,5,92.6,11.891.041,1.098
4,25,6,92.5,12.060.929,1.095
4,25,7,92.5,12.060.929,1.095
4,25,8,92.6,12.043.712,1.095
4,25,9,92.7,1.242.931,1.091
4,25,10,92.7,12.346.402,1.089
4,25,11,92.7,12.229.553,1.082
4,25,12,92.6,12.711.636,1.073
4,25,13,92.5,13.246.988,1.064
4,25,14,92.4,12.226.647,1.055
4,25,15,92.4,125.065,1.051
4,25,16,92.3,12.818.028,1.046
4,25,17,92.3,1.275.805,1.047
4,25,18,92.3,11.829.592,1.051
4,25,19,92.3,14.738.758,1.072
4,25,20,92.3,14.822.317,1.072
4,25,21,92.4,14.287.199,1.076
4,25,22,92.4,14.142.111,1.077
4,25,23,92.4,14.183.821,1.077
4,25,24,92.4,13.949.279,1.079
4,26,1,92.4,13.990.969,1.080
4,26,2,92.3,14.048.397,1.079
4,26,3,92.3,1.413.181,1.079
4,26,4,92.3,13.998.942,1.080
4,26,5,92.2,13.965.562,1.079
4,26,6,92.2,13.515.304,1.083
4,26,7,92.2,13.341.522,1.084
4,26,8,92.2,13.043.033,1.085
4,26,9,92.3,13.546.251,1.083
4,26,10,92.3,12.703.153,1.081
4,26,11,92.4,13.846.108,1.067
4,26,12,92.3,13.127.814,1.059
4,26,13,92.3,12.546.936,1.055
4,26,14,92.2,12.955.713,1.052
4,26,15,92.1,11.904.465,1.049
4,26,16,92.1,1.251.698,1.048
4,26,17,92.1,12.724.202,1.049
4,26,18,92.1,12.666.781,1.050
4,26,19,92.1,13.180.625,1.052
4,26,20,92.1,14.100.398,1.052
4,26,21,92.2,13.034.848,1.060
4,26,22,92.2,12.821.586,1.063
4,26,23,92.2,1.340.326,1.067
4,26,24,92.2,13.652.915,1.069
4,27,1,92.1,13.565.363,1.069
4,27,2,92.1,13.606.985,1.069
4,27,3,92.1,12.927.268,1.073
4,27,4,92.0,12.764.875,1.073
4,27,5,92.0,12.705.967,1.077
4,27,6,92.0,1.266.132,1.078
4,27,7,92.0,12.405.796,1.079
4,27,8,92.1,12.602.541,1.080
4,27,9,92.2,12.444.002,1.073
4,27,10,92.1,11.849.175,1.065
4,27,11,92.1,11.299.553,1.057
4,27,12,92.1,11.533.332,1.055
4,27,13,92.0,11.476.984,1.052
4,27,14,92.0,1.179.724,1.047
4,27,15,91.9,11.993.518,1.046
4,27,16,91.8,13.179.106,1.044
4,27,17,91.9,11.622.338,1.047
4,27,18,91.9,1.185.794,1.050
4,27,19,91.9,12.517.741,1.051
4,27,20,91.9,1.301.549,1.054
4,27,21,92.0,11.769.941,1.059
4,27,22,92.0,12.636.017,1.060
4,27,23,92.0,12.667.322,1.062
4,27,24,92.0,12.308.174,1.062
4,28,1,92.0,11.801.672,1.068
4,28,2,92.0,11.628.367,1.069
4,28,3,92.0,12.039.191,1.073
4,28,4,91.9,11.589.432,1.074
4,28,5,91.9,11.714.444,1.074
4,28,6,91.9,11.714.444,1.074
4,28,7,92.0,13.804.022,1.073
4,28,8,92.0,13.185.987,1.074
4,28,9,92.0,13.310.765,1.075
4,28,10,92.1,13.621.603,1.073
4,28,11,92.1,13.669.218,1.067
4,28,12,92.1,13.461.151,1.066
4,28,13,92.1,13.691.925,1.065
4,28,14,92.0,14.038.363,1.063
4,28,15,92.0,13.955.041,1.062
4,28,16,92.0,14.164.907,1.060
4,28,17,92.0,13.843.969,1.060
4,28,18,92.1,14.341.317,1.064
4,28,19,92.1,14.368.742,1.065
4,28,20,92.2,14.546.791,1.069
4,28,21,92.2,14.479.407,1.071
4,28,22,92.4,14.017.017,1.076
4,28,23,92.4,13.665.799,1.076
4,28,24,92.4,14.318.696,1.077
4,29,1,92.4,13.990.969,1.080
4,29,2,92.4,14.475.964,1.080
4,29,3,92.4,14.157.791,1.081
4,29,4,92.4,14.199.512,1.081
4,29,5,92.4,14.108.425,1.082
4,29,6,92.5,12.873.078,1.090
4,29,7,92.5,12.789.705,1.091
4,29,8,92.6,1.345.566,1.088
4,29,9,92.6,1.345.566,1.088
4,29,10,92.7,1.397.148,1.086
4,29,11,92.7,1.495.155,1.072
4,29,12,92.7,13.031.373,1.071
4,29,13,92.6,14.427.726,1.061
4,29,14,92.6,13.375.876,1.058
4,29,15,92.5,11.737.309,1.059
4,29,16,92.4,11.453.817,1.057
4,29,17,92.4,11.444.017,1.058
4,29,18,92.5,12.203.245,1.061
4,29,19,92.5,14.663.447,1.074
4,29,20,92.5,14.260.858,1.078
4,29,21,92.6,14.017.748,1.080
4,29,22,92.6,13.876.244,1.081
4,29,23,92.6,13.917.926,1.082
4,29,24,92.6,13.917.926,1.082
4,30,1,92.6,14.092.675,1.082
4,30,2,92.5,14.016.969,1.081
4,30,3,92.5,13.926.028,1.082
4,30,4,92.5,13.609.145,1.084
4,30,5,92.5,13.304.019,1.085
4,30,6,92.5,13.614.697,1.083
4,30,7,92.5,13.525.855,1.083
4,30,8,92.6,12.860.622,1.089
4,30,9,92.6,13.030.539,1.088
4,30,10,92.6,13.925.893,1.081
4,30,11,92.7,13.686.891,1.077
4,30,12,92.6,13.806.811,1.074
4,30,13,92.6,13.559.484,1.077
4,30,14,92.5,13.079.845,1.078
4,30,15,92.5,13.109.771,1.080
4,30,16,92.5,12.673.754,1.083
4,30,17,92.5,12.673.754,1.083
4,30,18,92.5,12.756.818,1.084
4,30,19,92.6,12.696.015,1.087
4,30,20,92.6,12.652.893,1.088
4,30,21,92.6,12.777.512,1.088
4,30,22,92.7,13.268.026,1.090
4,30,23,92.7,12.512.719,1.092
4,30,24,92.7,12.472.054,1.093
5,1,1,92.7,1.259.577,1.093
5,1,2,92.7,12.472.054,1.093
5,1,3,92.6,12.120.116,1.094
5,1,4,92.6,1.216.159,1.094
5,1,5,92.6,12.081.687,1.095
5,1,6,92.5,11.816.527,1.095
5,1,7,92.6,11.964.733,1.096
5,1,8,92.7,11.868.595,1.097
5,1,9,92.7,11.827.158,1.096
5,1,10,92.8,12.005.141,1.093
5,1,11,92.8,12.005.141,1.093
5,1,12,92.8,12.042.448,1.090
5,1,13,92.8,1.241.528,1.091
5,1,14,92.7,11.811.608,1.091
5,1,15,92.7,1.176.717,1.088
5,1,16,92.6,1.207.033,1.088
5,1,17,92.6,11.618.247,1.088
5,1,18,92.7,12.181.595,1.091
5,1,19,92.7,12.065.138,1.095
5,1,20,92.7,11.827.158,1.096
5,1,21,92.8,11.777.059,1.098
5,1,22,92.8,11.699.197,1.099
5,1,23,92.9,11.966.536,1.100
5,1,24,92.9,11.573.406,1.101
5,2,1,92.9,11.414.205,1.101
5,2,2,92.9,10.989.052,1.102
5,2,3,92.8,10.315.048,1.102
5,2,4,92.8,10.480.042,1.104
5,2,5,92.8,10.183.984,1.104
5,2,6,92.8,10.031.232,1.104
5,2,7,92.8,1.060.385,1.104
5,2,8,92.9,10.550.651,1.105
5,2,9,93.0,10.231.248,1.106
5,2,10,93.0,9.879.192,1.102
5,2,11,93.1,10.438.598,1.097
5,2,12,93.1,1.067.361,1.096
5,2,13,93.0,11.076.132,1.092
5,2,14,92.9,11.370.433,1.090
5,2,15,92.8,12.207.846,1.089
5,2,16,92.8,11.590.925,1.090
5,2,17,92.8,11.551.813,1.091
5,2,18,92.8,11.797.957,1.092
5,2,19,92.8,12.005.141,1.093
5,2,20,92.9,11.993.904,1.096
5,2,21,93.0,11.497.733,1.098
5,2,22,93.0,11.779.506,1.098
5,2,23,93.0,1.178.333,1.099
5,2,24,93.0,11.543.829,1.099
